国家,日期,累计确诊,累计死亡,累计治愈
爱尔兰,03.13,70,0,1
爱尔兰,03.12,43,0,1
爱尔兰,03.11,34,0,0
爱尔兰,03.10,24,0,0
爱尔兰,03.09,21,0,0
爱尔兰,03.08,19,0,0
爱尔兰,03.07,18,0,0
爱尔兰,03.06,13,0,0
爱尔兰,03.05,6,0,0
爱尔兰,03.04,2,0,0
爱尔兰,03.03,1,0,0
爱尔兰,03.02,1,0,0
爱尔兰,02.28,1,0,0
印度,06.15,332424,169798,9520
印度,06.14,320922,162379,9195
印度,06.13,308993,154330,8884
印度,06.12,297561,147197,8498
印度,06.11,286579,141017,8102
印度,06.10,276583,135206,7750
印度,06.09,268125,129861,7487
印度,06.08,258090,124380,7210
印度,06.07,253329,120203,6988
印度,06.06,239644,114073,6672
印度,06.05,230113,110075,6393
印度,06.04,218437,104628,6104
印度,06.03,208800,100602,5834
印度,06.02,201009,96534,5628
印度,06.01,191605,92155,5415
印度,05.31,184735,87789,5253
印度,05.30,174496,82945,4983
印度,05.29,168387,72265,4806
印度,05.28,160310,68713,4560
印度,05.27,153304,64827,4367
印度,05.26,147144,61923,4197
印度,05.25,141228,58727,4057
印度,05.24,133725,54865,3909
印度,05.23,127358,52272,3759
印度,05.22,119574,49026,3600
印度,05.21,113461,46002,3457
印度,05.20,107819,43070,3317
印度,05.19,102335,39674,3169
印度,05.18,96169,36824,3029
印度,05.17,91449,34645,2897
印度,05.16,86595,30786,2760
印度,05.15,82834,28604,2657
印度,05.14,79333,26675,2564
印度,05.13,75048,24900,2440
印度,05.12,72593,23203,2331
印度,05.11,67724,21155,2215
印度,05.10,64139,19358,2114
印度,05.09,59881,17956,1990
印度,05.08,57306,17041,1899
印度,05.07,53045,15331,1787
印度,05.06,49436,14183,1695
印度,05.05,46711,13161,1583
印度,05.04,42836,11782,1395
印度,05.03,40263,10886,1323
印度,05.02,37776,10007,1223
印度,05.01,35365,9068,1154
印度,04.30,33610,8437,1079
印度,04.29,31787,7796,1008
印度,04.28,29451,7137,939
印度,04.27,28380,6523,886
印度,04.26,26917,5939,826
印度,04.25,24942,5498,780
印度,04.24,23502,5012,723
印度,04.23,21797,4376,686
印度,04.22,20471,3976,652
印度,04.21,18985,3273,603
印度,04.20,17656,2854,559
印度,04.19,16365,2466,521
印度,04.18,14792,2045,488
印度,04.17,13835,1777,452
印度,04.16,12759,1515,423
印度,04.15,11933,1362,396
印度,04.14,10541,1205,358
印度,04.13,9352,1096,331
印度,04.12,8504,972,289
印度,04.11,7876,774,249
印度,04.10,6771,641,229
印度,04.09,6237,569,186
印度,04.08,5480,468,164
印度,04.07,4911,382,137
印度,04.06,4314,328,118
印度,04.05,3577,274,86
印度,04.04,3082,229,86
印度,04.03,2567,192,72
印度,04.02,2069,156,58
印度,04.01,1637,133,38
印度,03.31,1251,102,32
印度,03.30,1071,100,29
印度,03.29,1024,95,27
印度,03.28,918,80,19
印度,03.27,724,66,17
印度,03.26,649,42,13
印度,03.25,606,42,10
印度,03.24,519,40,9
印度,03.23,415,23,7
印度,03.22,341,23,6
印度,03.21,283,23,4
印度,03.20,206,13,4
印度,03.19,173,13,4
印度,03.18,151,13,3
印度,03.17,137,13,3
印度,03.16,117,13,2
印度,03.15,107,10,2
印度,03.14,84,10,2
印度,03.13,81,3,0
印度,03.12,74,3,0
印度,03.11,62,3,0
印度,03.10,59,3,0
印度,03.09,43,3,0
印度,03.08,39,3,0
印度,03.07,33,3,0
印度,03.06,31,3,0
印度,03.05,30,3,0
印度,03.04,22,3,0
印度,03.03,6,3,0
印度,03.02,5,3,0
印度,03.01,3,3,0
印度,02.29,3,3,0
印度,02.28,3,3,0
印度,02.27,3,3,0
印度,02.26,3,3,0
印度,02.25,3,3,0
印度,02.24,3,3,0
印度,02.23,3,3,0
印度,02.22,3,3,0
印度,02.21,3,3,0
印度,02.20,3,3,0
印度,02.19,3,3,0
印度,02.18,3,3,0
印度,02.17,3,3,0
印度,02.16,3,3,0
印度,02.15,3,3,0
印度,02.14,3,0,0
印度,02.13,3,0,0
印度,02.12,3,0,0
印度,02.11,3,0,0
印度,02.10,3,0,0
印度,02.09,3,0,0
印度,02.08,3,0,0
印度,02.07,3,0,0
印度,02.06,3,0,0
印度,02.05,3,0,0
印度,02.04,3,0,0
印度,02.03,3,0,0
印度,02.02,2,0,0
印度,02.01,1,0,0
印度,01.31,1,0,0
印度,01.30,1,0,0
厄瓜多尔,06.15,46751,23064,3896
厄瓜多尔,06.14,46356,22865,3874
厄瓜多尔,06.13,45778,22679,3828
厄瓜多尔,06.12,44440,21862,3720
厄瓜多尔,06.11,44440,21862,3720
厄瓜多尔,06.10,43917,21020,3690
厄瓜多尔,06.09,43378,21020,3642
厄瓜多尔,06.08,43120,21020,3621
厄瓜多尔,06.07,42728,21020,3608
厄瓜多尔,06.06,41575,20568,3534
厄瓜多尔,06.05,40966,20019,3486
厄瓜多尔,06.04,40966,20019,3486
厄瓜多尔,06.03,40414,20019,3438
厄瓜多尔,06.02,39994,19823,3394
厄瓜多尔,06.01,39098,19592,3358
厄瓜多尔,05.31,38571,19190,3334
厄瓜多尔,05.30,38571,19190,3334
厄瓜多尔,05.29,38471,18425,3313
厄瓜多尔,05.28,38103,18425,3275
厄瓜多尔,05.27,37355,18003,3203
厄瓜多尔,05.26,37355,18003,3203
厄瓜多尔,05.25,36756,3560,3108
厄瓜多尔,05.24,36258,3557,3096
厄瓜多尔,05.23,35828,3557,3056
厄瓜多尔,05.22,35306,3557,2939
厄瓜多尔,05.21,34854,3557,2888
厄瓜多尔,05.20,34151,3457,2839
厄瓜多尔,05.19,33582,3433,2799
厄瓜多尔,05.18,33182,3433,2736
厄瓜多尔,05.17,32763,3433,2688
厄瓜多尔,05.16,31881,3433,2594
厄瓜多尔,05.15,31881,3433,2338
厄瓜多尔,05.14,31881,3433,2334
厄瓜多尔,05.13,31881,3433,2327
厄瓜多尔,05.12,31881,3433,2145
厄瓜多尔,05.11,31881,3433,2127
厄瓜多尔,05.10,31881,3433,1717
厄瓜多尔,05.09,31881,3433,1704
厄瓜多尔,05.08,31881,3433,1654
厄瓜多尔,05.07,31881,3433,1618
厄瓜多尔,05.06,31881,3433,1569
厄瓜多尔,05.05,31881,3433,1569
厄瓜多尔,05.04,29538,3300,1564
厄瓜多尔,05.03,27464,2132,1371
厄瓜多尔,05.02,26336,1913,1063
厄瓜多尔,05.01,24934,1558,900
厄瓜多尔,04.30,24675,1557,883
厄瓜多尔,04.29,24258,1557,871
厄瓜多尔,04.28,23240,1557,663
厄瓜多尔,04.27,22719,1366,576
厄瓜多尔,04.26,22719,1366,576
厄瓜多尔,04.25,22719,1366,576
厄瓜多尔,04.24,22160,1328,560
厄瓜多尔,04.23,10850,1262,537
厄瓜多尔,04.22,10398,1207,520
厄瓜多尔,04.21,10128,1150,507
厄瓜多尔,04.20,9468,1061,474
厄瓜多尔,04.19,9022,1008,456
厄瓜多尔,04.18,8450,838,421
厄瓜多尔,04.17,8225,838,403
厄瓜多尔,04.16,7858,780,388
厄瓜多尔,04.15,7603,696,369
厄瓜多尔,04.14,7529,597,355
厄瓜多尔,04.13,7466,501,333
厄瓜多尔,04.12,7257,411,315
厄瓜多尔,04.11,7161,368,297
厄瓜多尔,04.10,4965,339,272
厄瓜多尔,04.09,4450,140,242
厄瓜多尔,04.08,3995,140,220
厄瓜多尔,04.07,3747,100,191
厄瓜多尔,04.06,3646,100,180
厄瓜多尔,04.05,3465,100,172
厄瓜多尔,04.04,3368,65,145
厄瓜多尔,04.03,3163,65,120
厄瓜多尔,04.02,2758,58,98
厄瓜多尔,04.01,2302,58,79
厄瓜多尔,03.31,1966,54,62
厄瓜多尔,03.30,1924,3,58
厄瓜多尔,03.29,1823,3,48
厄瓜多尔,03.28,1382,0,34
厄瓜多尔,03.27,1382,0,34
厄瓜多尔,03.26,367,0,5
厄瓜多尔,03.25,367,0,5
厄瓜多尔,03.24,367,0,5
厄瓜多尔,03.23,367,0,5
厄瓜多尔,03.22,367,0,5
厄瓜多尔,03.21,367,0,5
厄瓜多尔,03.20,260,0,3
厄瓜多尔,03.19,155,0,2
厄瓜多尔,03.18,111,0,2
厄瓜多尔,03.17,58,0,1
厄瓜多尔,03.16,23,0,1
厄瓜多尔,03.15,23,0,1
厄瓜多尔,03.14,23,0,1
厄瓜多尔,03.13,13,0,0
厄瓜多尔,03.12,13,0,0
厄瓜多尔,03.11,13,0,0
厄瓜多尔,03.10,13,0,0
厄瓜多尔,03.09,13,0,0
厄瓜多尔,03.08,13,0,0
厄瓜多尔,03.07,13,0,0
厄瓜多尔,03.06,13,0,0
厄瓜多尔,03.05,10,0,0
厄瓜多尔,03.04,7,0,0
厄瓜多尔,03.03,7,0,0
厄瓜多尔,03.02,6,0,0
厄瓜多尔,03.01,1,0,0
哥伦比亚,06.15,48896,19460,1670
哥伦比亚,06.14,46994,18749,1623
哥伦比亚,06.13,45344,17823,1562
哥伦比亚,06.12,43810,17366,1505
哥伦比亚,06.11,42206,16566,1439
哥伦比亚,06.10,42078,16534,1373
哥伦比亚,06.09,40847,16459,1373
哥伦比亚,06.08,39364,15354,1323
哥伦比亚,06.07,36759,13670,1204
哥伦比亚,06.06,36759,13670,1204
哥伦比亚,06.05,35240,12952,1142
哥伦比亚,06.04,33466,12319,1099
哥伦比亚,06.03,31935,11171,1057
哥伦比亚,06.02,30593,9689,1014
哥伦比亚,06.01,29383,7032,916
哥伦比亚,05.31,27219,7032,916
哥伦比亚,05.30,26734,6935,891
哥伦比亚,05.29,25406,6687,855
哥伦比亚,05.28,24104,6111,803
哥伦比亚,05.27,23003,5511,776
哥伦比亚,05.26,21981,5265,750
哥伦比亚,05.25,21175,5016,727
哥伦比亚,05.24,20177,4718,705
哥伦比亚,05.23,19131,4575,682
哥伦比亚,05.22,18330,4431,652
哥伦比亚,05.21,17687,4256,630
哥伦比亚,05.20,16935,4050,613
哥伦比亚,05.19,16295,3903,592
哥伦比亚,05.18,15574,3751,574
哥伦比亚,05.17,14939,3587,562
哥伦比亚,05.16,14216,3460,546
哥伦比亚,05.15,13610,3358,525
哥伦比亚,05.14,12930,3133,509
哥伦比亚,05.13,12272,2971,493
哥伦比亚,05.12,11613,2825,479
哥伦比亚,05.11,11063,2705,463
哥伦比亚,05.10,10495,2569,445
哥伦比亚,05.09,10051,2424,428
哥伦比亚,05.08,9456,2300,407
哥伦比亚,05.07,8959,2148,397
哥伦比亚,05.06,8613,2013,378
哥伦比亚,05.05,7973,1807,358
哥伦比亚,05.04,7668,1722,340
哥伦比亚,05.03,7285,1666,324
哥伦比亚,05.02,7006,1551,314
哥伦比亚,05.01,6507,1439,293
哥伦比亚,04.30,6211,1411,278
哥伦比亚,04.29,5949,1268,269
哥伦比亚,04.28,5597,1210,253
哥伦比亚,04.27,5379,1133,244
哥伦比亚,04.26,5142,1067,233
哥伦比亚,04.25,4881,1003,225
哥伦比亚,04.24,4561,927,215
哥伦比亚,04.23,4356,870,206
哥伦比亚,04.22,4149,804,196
哥伦比亚,04.21,3977,804,189
哥伦比亚,04.20,3792,711,179
哥伦比亚,04.19,3621,691,166
哥伦比亚,04.18,3439,634,153
哥伦比亚,04.17,3233,550,144
哥伦比亚,04.16,3105,452,131
哥伦比亚,04.15,2979,354,127
哥伦比亚,04.14,2852,319,112
哥伦比亚,04.13,2776,270,109
哥伦比亚,04.12,2709,214,100
哥伦比亚,04.11,2473,197,80
哥伦比亚,04.10,2223,174,69
哥伦比亚,04.09,2054,123,55
哥伦比亚,04.08,1780,100,50
哥伦比亚,04.07,1579,88,46
哥伦比亚,04.06,1485,88,35
哥伦比亚,04.05,1406,85,32
哥伦比亚,04.04,1267,31,25
哥伦比亚,04.03,1161,31,16
哥伦比亚,04.02,1065,31,16
哥伦比亚,04.01,906,31,16
哥伦比亚,03.31,798,15,14
哥伦比亚,03.30,702,10,10
哥伦比亚,03.29,608,10,6
哥伦比亚,03.28,539,10,6
哥伦比亚,03.27,491,8,6
哥伦比亚,03.26,470,6,3
哥伦比亚,03.25,378,6,3
哥伦比亚,03.24,277,0,3
哥伦比亚,03.23,235,0,2
哥伦比亚,03.22,210,0,1
哥伦比亚,03.21,158,0,0
哥伦比亚,03.20,108,0,0
哥伦比亚,03.19,102,0,0
哥伦比亚,03.18,75,0,0
哥伦比亚,03.17,57,0,0
哥伦比亚,03.16,34,0,0
哥伦比亚,03.15,22,0,0
哥伦比亚,03.14,16,0,0
哥伦比亚,03.13,9,0,0
哥伦比亚,03.12,9,0,0
哥伦比亚,03.11,3,0,0
哥伦比亚,03.10,3,0,0
哥伦比亚,03.09,3,0,0
哥伦比亚,03.08,1,0,0
哥伦比亚,03.07,1,0,0
圣马力诺,06.15,694,575,42
圣马力诺,06.14,694,520,42
圣马力诺,06.13,694,520,42
圣马力诺,06.12,694,520,42
圣马力诺,06.11,691,496,42
圣马力诺,06.10,691,496,42
圣马力诺,06.09,688,483,42
圣马力诺,06.08,687,478,42
圣马力诺,06.07,680,428,42
圣马力诺,06.06,680,428,42
圣马力诺,06.05,678,408,42
圣马力诺,06.04,678,408,42
圣马力诺,06.03,674,391,42
圣马力诺,06.02,672,384,42
圣马力诺,06.01,671,359,42
圣马力诺,05.31,671,357,42
圣马力诺,05.30,671,357,42
圣马力诺,05.29,671,344,42
圣马力诺,05.28,670,322,42
圣马力诺,05.27,667,294,42
圣马力诺,05.26,666,275,42
圣马力诺,05.25,666,270,42
圣马力诺,05.24,665,266,42
圣马力诺,05.23,665,266,42
圣马力诺,05.22,658,235,41
圣马力诺,05.21,658,235,41
圣马力诺,05.20,655,211,41
圣马力诺,05.19,655,211,41
圣马力诺,05.18,654,201,41
圣马力诺,05.17,654,201,41
圣马力诺,05.16,653,198,41
圣马力诺,05.15,648,172,41
圣马力诺,05.14,648,172,41
圣马力诺,05.13,643,161,41
圣马力诺,05.12,638,161,41
圣马力诺,05.11,637,130,41
圣马力诺,05.10,637,126,41
圣马力诺,05.09,637,126,41
圣马力诺,05.08,623,114,41
圣马力诺,05.07,608,97,41
圣马力诺,05.06,608,97,41
圣马力诺,05.05,589,92,41
圣马力诺,05.04,582,86,41
圣马力诺,05.03,582,86,41
圣马力诺,05.02,580,83,41
圣马力诺,05.01,580,82,41
圣马力诺,04.30,569,78,41
圣马力诺,04.29,563,69,41
圣马力诺,04.28,538,64,41
圣马力诺,04.27,538,64,41
圣马力诺,04.26,538,64,41
圣马力诺,04.25,513,64,40
圣马力诺,04.24,501,63,40
圣马力诺,04.23,501,63,40
圣马力诺,04.22,488,62,40
圣马力诺,04.21,476,62,40
圣马力诺,04.20,462,61,39
圣马力诺,04.19,461,60,39
圣马力诺,04.18,435,57,39
圣马力诺,04.17,426,55,38
圣马力诺,04.16,393,53,36
圣马力诺,04.15,372,53,36
圣马力诺,04.14,371,53,36
圣马力诺,04.13,356,53,35
圣马力诺,04.12,356,53,35
圣马力诺,04.11,344,50,34
圣马力诺,04.10,333,49,34
圣马力诺,04.09,308,45,34
圣马力诺,04.08,279,40,34
圣马力诺,04.07,277,35,32
圣马力诺,04.06,245,13,25
圣马力诺,04.05,245,13,25
圣马力诺,04.04,245,13,25
圣马力诺,04.03,245,13,25
圣马力诺,04.02,230,13,25
圣马力诺,04.01,230,13,25
圣马力诺,03.31,230,13,25
圣马力诺,03.30,224,6,25
圣马力诺,03.29,242,2,20
圣马力诺,03.28,242,2,20
圣马力诺,03.27,242,2,20
圣马力诺,03.26,242,2,20
圣马力诺,03.25,242,2,20
圣马力诺,03.24,242,2,20
圣马力诺,03.23,98,2,7
圣马力诺,03.22,98,2,7
圣马力诺,03.21,98,2,7
圣马力诺,03.20,98,2,7
圣马力诺,03.19,98,2,7
圣马力诺,03.18,98,2,7
圣马力诺,03.17,98,2,7
圣马力诺,03.16,98,2,7
圣马力诺,03.15,73,2,5
圣马力诺,03.14,73,2,5
圣马力诺,03.13,69,0,3
圣马力诺,03.12,69,0,3
圣马力诺,03.11,62,0,2
圣马力诺,03.10,49,0,2
圣马力诺,03.09,36,0,1
圣马力诺,03.08,26,0,0
圣马力诺,03.07,23,0,0
圣马力诺,03.06,23,0,0
圣马力诺,03.05,1,0,0
圣马力诺,03.04,1,0,0
圣马力诺,03.03,1,0,0
圣马力诺,03.02,1,0,0
圣马力诺,03.01,1,0,0
圣马力诺,02.29,1,0,0
埃及,06.15,44598,11931,1575
埃及,06.14,42980,11529,1484
埃及,06.13,41303,11108,1422
埃及,06.12,39726,10691,1377
埃及,06.11,38284,10289,1342
埃及,06.10,36829,9786,1306
埃及,06.09,35444,9375,1271
埃及,06.08,34079,8961,1237
埃及,06.07,32612,8538,1198
埃及,06.06,31115,8158,1166
埃及,06.05,29767,7756,1126
埃及,06.04,28615,7350,1088
埃及,06.03,27536,6827,1052
埃及,06.02,26384,6810,1005
埃及,06.01,24985,6810,959
埃及,05.31,23449,5693,913
埃及,05.30,22082,5511,879
埃及,05.29,20793,5359,845
埃及,05.28,19666,5205,816
埃及,05.27,18756,5027,797
埃及,05.26,17967,4900,783
埃及,05.25,17265,4807,764
埃及,05.24,16513,4628,735
埃及,05.23,15786,4374,707
埃及,05.22,15003,4217,696
埃及,05.21,14229,3994,680
埃及,05.20,13484,3742,659
埃及,05.19,12764,3440,645
埃及,05.18,12229,3172,630
埃及,05.17,11719,2950,612
埃及,05.16,11228,2799,592
埃及,05.15,10829,2626,571
埃及,05.14,10431,2486,556
埃及,05.13,10093,2326,544
埃及,05.12,9746,2172,533
埃及,05.11,9400,2075,525
埃及,05.10,8964,2002,514
埃及,05.09,8476,1945,503
埃及,05.08,7981,1887,482
埃及,05.07,7588,1815,469
埃及,05.06,7201,1730,452
埃及,05.05,6813,1632,436
埃及,05.04,6465,1562,429
埃及,05.03,6193,1522,415
埃及,05.02,5895,1460,406
埃及,05.01,5537,1381,392
埃及,04.30,5268,1335,380
埃及,04.29,5042,1304,359
埃及,04.28,4782,1236,337
埃及,04.27,4534,1176,317
埃及,04.26,4319,1114,307
埃及,04.25,4092,1075,294
埃及,04.24,3891,1004,287
埃及,04.23,3659,935,276
埃及,04.22,3490,870,264
埃及,04.21,3333,821,250
埃及,04.20,3144,732,239
埃及,04.19,3032,701,224
埃及,04.18,2844,646,205
埃及,04.17,2673,596,196
埃及,04.16,2505,589,183
埃及,04.15,2350,589,178
埃及,04.14,2190,589,164
埃及,04.13,2065,589,159
埃及,04.12,1939,426,146
埃及,04.11,1794,384,135
埃及,04.10,1699,348,118
埃及,04.09,1560,305,103
埃及,04.08,1450,276,94
埃及,04.07,1322,259,85
埃及,04.06,1173,247,78
埃及,04.05,1070,241,71
埃及,04.04,985,150,41
埃及,04.03,865,150,41
埃及,04.02,779,150,41
埃及,04.01,710,150,41
埃及,03.31,656,150,41
埃及,03.30,609,132,40
埃及,03.29,576,121,36
埃及,03.28,536,116,30
埃及,03.27,495,102,24
埃及,03.26,456,95,21
埃及,03.25,442,80,21
埃及,03.24,366,68,19
埃及,03.23,327,56,14
埃及,03.22,294,41,10
埃及,03.21,285,39,8
埃及,03.20,256,28,7
埃及,03.19,210,26,2
埃及,03.18,196,26,2
埃及,03.17,166,26,2
埃及,03.16,126,26,2
埃及,03.15,110,21,2
埃及,03.14,93,20,2
埃及,03.13,80,20,2
埃及,03.12,67,1,1
埃及,03.11,59,1,1
埃及,03.10,59,1,1
埃及,03.09,55,1,1
埃及,03.08,48,1,0
埃及,03.07,14,1,0
埃及,03.06,14,1,0
埃及,03.05,2,1,0
埃及,03.04,2,1,0
埃及,03.03,2,1,0
埃及,03.02,2,1,0
埃及,03.01,1,1,0
埃及,02.29,1,1,0
埃及,02.28,1,1,0
埃及,02.27,1,0,0
埃及,02.18,1,0,0
埃及,02.17,1,0,0
埃及,02.16,1,0,0
埃及,02.15,1,0,0
墨西哥,06.15,146837,107298,17141
墨西哥,06.14,142690,104078,16872
墨西哥,06.13,139196,100876,16448
墨西哥,06.12,133974,97198,15944
墨西哥,06.11,129184,93930,15357
墨西哥,06.10,124301,90748,14649
墨西哥,06.09,120102,87633,14053
墨西哥,06.08,117103,84419,13699
墨西哥,06.07,113619,80830,13511
墨西哥,06.06,110026,77841,13170
墨西哥,06.05,105680,74758,12545
墨西哥,06.04,101238,72680,11729
墨西哥,06.03,97326,69749,10637
墨西哥,06.02,93435,66965,10167
墨西哥,06.01,90664,63772,9930
墨西哥,05.31,87512,61247,9779
墨西哥,05.30,84627,59003,9415
墨西哥,05.29,81400,56041,9044
墨西哥,05.28,78023,53834,8597
墨西哥,05.27,74560,51708,8134
墨西哥,05.26,71105,49452,7633
墨西哥,05.25,68620,46979,7394
墨西哥,05.24,65856,44424,7179
墨西哥,05.23,62527,42191,6989
墨西哥,05.22,59567,40152,6510
墨西哥,05.21,56594,38876,6090
墨西哥,05.20,54346,37325,5666
墨西哥,05.19,51633,35388,5332
墨西哥,05.18,49219,33329,5177
墨西哥,05.17,47144,31848,5045
墨西哥,05.16,45032,30451,4767
墨西哥,05.15,42595,28475,4477
墨西哥,05.14,40186,26990,4220
墨西哥,05.13,38324,25935,3926
墨西哥,05.12,36327,23100,3573
墨西哥,05.11,35022,23100,3465
墨西哥,05.10,33460,21824,3353
墨西哥,05.09,31522,20314,3160
墨西哥,05.08,29616,17781,2961
墨西哥,05.07,27634,17781,2704
墨西哥,05.06,26025,16810,2507
墨西哥,05.05,24905,15938,2271
墨西哥,05.04,23471,13447,2154
墨西哥,05.03,22088,13447,2061
墨西哥,05.02,20739,12377,1972
墨西哥,05.01,19224,11423,1859
墨西哥,04.30,17799,11423,1732
墨西哥,04.29,16752,11423,1569
墨西哥,04.28,15529,9086,1434
墨西哥,04.27,14677,8354,1351
墨西哥,04.26,13842,7149,1305
墨西哥,04.25,12872,7149,1221
墨西哥,04.24,11633,2627,1069
墨西哥,04.23,10544,2627,970
墨西哥,04.22,9501,2627,857
墨西哥,04.21,8772,2627,712
墨西哥,04.20,8261,2627,686
墨西哥,04.19,7497,2627,650
墨西哥,04.18,6875,2125,546
墨西哥,04.17,6297,2125,486
墨西哥,04.16,5847,2125,449
墨西哥,04.15,5399,2125,406
墨西哥,04.14,5014,1964,332
墨西哥,04.13,4661,1843,296
墨西哥,04.12,4219,1772,273
墨西哥,04.11,3844,633,233
墨西哥,04.10,3441,633,194
墨西哥,04.09,3181,633,174
墨西哥,04.08,2785,633,141
墨西哥,04.07,2439,633,125
墨西哥,04.06,2143,633,94
墨西哥,04.05,1890,633,79
墨西哥,04.04,1688,633,60
墨西哥,04.03,1510,35,50
墨西哥,04.02,1378,35,37
墨西哥,04.01,1215,35,29
墨西哥,03.31,1094,35,28
墨西哥,03.30,993,35,20
墨西哥,03.29,848,1,16
墨西哥,03.28,717,1,12
墨西哥,03.27,585,1,8
墨西哥,03.26,475,1,6
墨西哥,03.25,405,1,5
墨西哥,03.24,367,1,4
墨西哥,03.23,252,1,2
墨西哥,03.22,252,1,2
墨西哥,03.21,203,1,2
墨西哥,03.20,164,1,1
墨西哥,03.19,118,1,1
墨西哥,03.18,93,1,0
墨西哥,03.17,82,1,0
墨西哥,03.16,53,1,0
墨西哥,03.15,41,1,0
墨西哥,03.14,26,1,0
墨西哥,03.13,15,1,0
墨西哥,03.12,11,1,0
墨西哥,03.11,7,1,0
墨西哥,03.10,7,1,0
墨西哥,03.09,7,1,0
墨西哥,03.08,7,1,0
墨西哥,03.07,6,1,0
墨西哥,03.06,5,1,0
墨西哥,03.05,5,1,0
墨西哥,03.04,5,1,0
墨西哥,03.03,5,1,0
墨西哥,03.02,5,0,0
墨西哥,03.01,4,0,0
墨西哥,02.29,3,0,0
墨西哥,02.28,1,0,0
尼日利亚,06.15,16085,5220,420
尼日利亚,06.14,15682,5101,407
尼日利亚,06.13,15181,4891,399
尼日利亚,06.12,14554,4494,387
尼日利亚,06.11,13873,4351,382
尼日利亚,06.10,13464,4206,365
尼日利亚,06.09,12801,4040,361
尼日利亚,06.08,12486,3959,354
尼日利亚,06.07,12233,3826,342
尼日利亚,06.06,11844,3696,333
尼日利亚,06.05,11516,3535,323
尼日利亚,06.04,11166,3329,315
尼日利亚,06.03,10819,3240,314
尼日利亚,06.02,10578,3122,299
尼日利亚,06.01,10162,3007,287
尼日利亚,05.31,9855,2856,273
尼日利亚,05.30,9302,2697,261
尼日利亚,05.29,8915,2592,259
尼日利亚,05.28,8733,2501,254
尼日利亚,05.27,8344,2385,249
尼日利亚,05.26,8068,2311,233
尼日利亚,05.25,7839,2263,226
尼日利亚,05.24,7526,2174,221
尼日利亚,05.23,7261,2007,221
尼日利亚,05.22,7016,1907,211
尼日利亚,05.21,6677,1840,200
尼日利亚,05.20,6401,1734,192
尼日利亚,05.19,6175,1644,191
尼日利亚,05.18,5959,1594,182
尼日利亚,05.17,5621,1472,176
尼日利亚,05.16,5450,1320,171
尼日利亚,05.15,5162,1180,167
尼日利亚,05.14,4971,1070,164
尼日利亚,05.13,4787,959,158
尼日利亚,05.12,4641,902,150
尼日利亚,05.11,4399,778,143
尼日利亚,05.10,4151,745,128
尼日利亚,05.09,3912,679,117
尼日利亚,05.08,3526,601,107
尼日利亚,05.07,3145,534,103
尼日利亚,05.06,2950,481,98
尼日利亚,05.05,2802,417,93
尼日利亚,05.04,2558,400,87
尼日利亚,05.03,2388,385,85
尼日利亚,05.02,2170,351,68
尼日利亚,05.01,1932,319,58
尼日利亚,04.30,1728,307,51
尼日利亚,04.29,1532,255,44
尼日利亚,04.28,1337,255,40
尼日利亚,04.27,1273,239,40
尼日利亚,04.26,1182,222,35
尼日利亚,04.25,1095,208,32
尼日利亚,04.24,981,197,31
尼日利亚,04.23,873,197,28
尼日利亚,04.22,782,197,25
尼日利亚,04.21,665,188,22
尼日利亚,04.20,627,170,21
尼日利亚,04.19,542,166,19
尼日利亚,04.18,493,159,17
尼日利亚,04.17,442,152,13
尼日利亚,04.16,407,128,12
尼日利亚,04.15,373,99,11
尼日利亚,04.14,343,91,10
尼日利亚,04.13,323,85,10
尼日利亚,04.12,318,70,10
尼日利亚,04.11,305,58,7
尼日利亚,04.10,288,51,7
尼日利亚,04.09,276,44,6
尼日利亚,04.08,254,44,6
尼日利亚,04.07,238,35,5
尼日利亚,04.06,232,33,5
尼日利亚,04.05,214,25,4
尼日利亚,04.04,210,25,4
尼日利亚,04.03,190,20,2
尼日利亚,04.02,174,9,2
尼日利亚,04.01,151,9,2
尼日利亚,03.31,131,8,2
尼日利亚,03.30,111,3,1
尼日利亚,03.29,97,3,1
尼日利亚,03.28,65,3,1
尼日利亚,03.27,65,3,1
尼日利亚,03.26,51,2,1
尼日利亚,03.25,44,2,1
尼日利亚,03.24,30,0,0
尼日利亚,03.23,30,0,0
尼日利亚,03.22,22,0,0
尼日利亚,03.21,22,0,0
尼日利亚,03.20,8,0,0
